f0,f1,f2,f3,f4,f5,label
-0.5565271017590935,-1.1738401009700803,0.9612833036100379,-0.8754320903637989,-2.1599592552335705,1.6884943186619652,1
1.5919978420173253,-1.1180488632616583,-0.38864434108494117,0.4014695769702531,-1.466090404865435,-2.3115761763370046,0
1.421676344850776,-0.6862948710693704,-2.6271693576617334,-1.83029819478767,0.6113533934392773,2.4973399309056523,0
-0.052794859814554396,-1.1682478142719521,-0.2523195579394948,0.5904490490206661,-2.1456475798897,-0.4962978847004839,0
-0.9291360022160817,0.2438190169436879,-2.05487894726706,-1.112217544057376,-0.16128361873467575,0.06226987189507316,0
-2.0127536291255583,1.0866057527746698,2.340474779920899,-0.19927668489576317,-0.8152733596868388,1.8666039777465682,0
-0.883184849396906,3.2140876492263484,-2.9344507826588915,-3.40833080091706,1.5955254583539653,1.4400083573331832,0
3.9513763388267633,-1.7423637006916524,1.276804763979432,-0.3881396828636906,0.4381726283705618,0.786997173184373,0
2.50500749929956,1.0362467241037547,4.243581822822559,-0.5991907329252424,1.005121525072306,-0.8903793085817269,0
0.8620023232028253,1.1298505325927215,0.06221203622636495,-1.168605727426505,-2.797161651143598,0.1416647963304758,0
0.6019771269871113,1.2128099818060512,-0.8225496662680184,1.5170924020959085,-2.820450438457011,-2.3592520011002343,0
1.0990850529362168,0.35386047928775133,4.216065506448126,0.5987702121095918,-0.48944860528464773,0.5230331154643904,0
0.45825631326785865,0.4888935302522979,-0.9805905400894128,1.1319714773784204,-0.16706530318111754,-0.4826508827359475,0
0.2925480760775577,-0.8140563367027824,0.543244061375219,-0.6514945737603081,-0.08380425736880798,0.9326701950361329,0
-2.0746585760057266,-1.1225580255169862,0.562474304446605,-0.6617656658636571,-0.5580901996623194,1.3317802453879506,0
-0.32680867005713166,-3.7755965275978047,1.1291002682924949,-2.3505357173122547,1.0163523516086128,-1.4572987659128842,0
0.9668425372964664,-2.2198579354402224,0.9650015640681289,1.1146519620541726,-0.29091209185956424,-4.036814646028788,0
-2.4346617288439165,-0.7636595073518833,-0.8274637544015129,2.9834368880583675,-1.174587295063879,0.7920499858852221,0
-1.06310075358591,-1.5960610007442293,-0.2206533299433719,0.08722927608157027,0.9753624384115964,-1.0148913279513754,0
-0.3857655309727672,-0.692508988269592,-0.148130648617454,1.2927096136546803,0.00854469463463281,-0.08364672757256209,0
0.7833759004162777,0.08435451308707387,0.8059968622854975,-1.8804447405701108,0.5682088463202702,0.6183593720756109,0
-0.48927731311318373,-0.6573534230487892,0.168008856890494,-4.083624465578387,0.6382891423198582,-0.21730977874791252,0
-1.0604194087753556,1.006927573247417,0.5201641209213396,-0.11944304383322736,-1.382998509430532,-0.8594834192169896,0
-1.3138314534526019,1.5894480070131998,-0.7032614720526533,3.2392903767517227,-2.41871703317624,-2.9578688767137193,0
-3.601389051043055,-2.6325691342144704,-0.6942585942367394,0.3162089654977058,0.13436294434111984,-0.3641478644768603,0
1.8893592065591305,-1.982646114335249,-2.482095639894646,-0.876335360381917,1.5984992970539664,1.8008286186238411,0
-0.8454453310379029,3.3267937721793692,0.4080411541833123,0.2785440632782048,-1.298350950480115,4.0342925409360335,0
-0.7033361804122997,-1.8502274850740241,0.39134169541348696,0.21629500695707027,2.0428709248765484,-3.489431073001267,0
0.6932199717707566,1.7136249006251694,0.9513107215923735,0.8136418006046577,0.6299128353751824,0.14682984126495802,0
4.698460831113422,2.5484005067298066,-3.276001551144048,-1.1854427118000626,1.28505250529418,2.421398168109179,0
